kStretchTreeDepth	kLongLivedTreeDepth	kArraySize	kMinTreeDepth	kMaxTreeDepth	GC Itertations	Heap Size	Time Elapsed
21	16	5000000	4	19	6207	195248128	18467
21	16	5000000	4	19	6194	195248128	18570
21	17	5000000	4	19	4457	203636736	15205
21	17	5000000	4	19	4454	203636736	15649
21	17	5000000	4	19	4462	203636736	15087
21	17	5000000	4	19	4457	203636736	15562
21	17	5000000	4	19	4455	203636736	15178
21	17	5000000	4	19	4454	203636736	15475
21	17	5000000	4	19	4452	203636736	15242
21	17	5000000	4	19	4453	203636736	15178
21	17	5000000	4	19	4452	203636736	15099
21	17	5000000	4	19	4451	203636736	15517
21	17	5000000	4	19	4457	203636736	15599
21	17	5000000	4	19	4450	203636736	15189
21	17	5000000	4	19	4444	203636736	16511
21	17	5000000	4	19	4456	203636736	15415
21	17	5000000	4	19	4456	203636736	15771
21	17	5000000	4	19	4457	203636736	15156
21	17	5000000	4	19	4454	203636736	15352
21	17	5000000	4	19	4456	203636736	15782
21	17	5000000	4	19	4458	203636736	15854
21	17	5000000	4	19	4454	203636736	15783
21	17	5000000	4	19	4454	203636736	15515
21	17	5000000	4	19	4456	203636736	15603
21	17	5000000	4	19	4448	203636736	15936
21	17	5000000	4	19	4452	203636736	15254
21	17	5000000	4	19	4461	203636736	15281
21	17	5000000	4	19	4456	203636736	15537
21	17	5000000	4	19	4453	203636736	17218
21	17	5000000	4	19	4457	203636736	15287
21	17	5000000	4	19	4450	203636736	15322
21	17	5000000	4	19	4459	203636736	15504
21	18	5000000	4	19	2900	203636736	12783
21	18	5000000	4	19	2901	203636736	12910
21	18	5000000	4	19	2900	203636736	13000
21	18	5000000	4	19	2895	203636736	12774
21	18	5000000	4	19	2902	203636736	12883
21	18	5000000	4	19	2901	203636736	12794
21	18	5000000	4	19	2898	203636736	13142
21	18	5000000	4	19	2897	203636736	12786
21	18	5000000	4	19	2898	203636736	13293
21	18	5000000	4	19	2901	203636736	12829
21	18	5000000	4	19	2903	203636736	12980
21	18	5000000	4	19	2899	203636736	12677
21	18	5000000	4	19	2900	203636736	12710
21	18	5000000	4	19	2900	203636736	12967
21	18	5000000	4	19	2903	203636736	13001
21	18	5000000	4	19	2903	203636736	12864
21	18	5000000	4	19	2897	203636736	12797
21	18	5000000	4	19	2905	203636736	13013
21	18	5000000	4	19	2901	203636736	12939
21	18	5000000	4	19	2897	203636736	13006
21	18	5000000	4	19	2895	203636736	12953
21	18	5000000	4	19	2899	203636736	12701
21	18	5000000	4	19	2898	203636736	13005
21	18	5000000	4	19	2897	203636736	13071
21	18	5000000	4	19	2900	203636736	12799
21	18	5000000	4	19	2898	203636736	12912
21	18	5000000	4	19	2898	203636736	13037
21	18	5000000	4	19	2895	203636736	13140
21	18	5000000	4	19	2898	203636736	13692
21	18	5000000	4	19	2898	203636736	13344
21	19	5000000	4	19	1759	203636736	11493
21	19	5000000	4	19	1759	203636736	11524
21	19	5000000	4	19	1759	203636736	11486
21	19	5000000	4	19	1759	203636736	11466
21	19	5000000	4	19	1759	203636736	11318
21	19	5000000	4	19	1758	203636736	11567
21	19	5000000	4	19	1759	203636736	11310
21	19	5000000	4	19	1759	203636736	11374
21	19	5000000	4	19	1759	203636736	11419
21	19	5000000	4	19	1759	203636736	11360
21	19	5000000	4	19	1759	203636736	11561
21	19	5000000	4	19	1759	203636736	11829
21	19	5000000	4	19	1758	203636736	12026
21	19	5000000	4	19	1759	203636736	11492
21	19	5000000	4	19	1759	203636736	11271
21	19	5000000	4	19	1758	203636736	11686
21	19	5000000	4	19	1759	203636736	11381
21	19	5000000	4	19	1757	203636736	11335
21	19	5000000	4	19	1757	203636736	11300
21	19	5000000	4	19	1758	203636736	11369
21	19	5000000	4	19	1759	203636736	11383
21	19	5000000	4	19	1759	203636736	11374
21	19	5000000	4	19	1757	203636736	11443
21	19	5000000	4	19	1759	203636736	11587
21	19	5000000	4	19	1759	203636736	11518
21	19	5000000	4	19	1757	203636736	11500
21	19	5000000	4	19	1740	212025344	11448
21	19	5000000	4	19	1759	203636736	11358
21	19	5000000	4	19	1759	203636736	11370
21	19	5000000	4	19	1759	203636736	11412
